Görüş,Sentiment_Label
tek teklimeyle şahane bir ürün,tarafsız
plastiktenmiş.bir kapağı zor açılıyor.,tarafsız
jöle den farksız resmen paranızı çöpe atarsanız alırsınız,tarafsız
sizi yakın çevre.e güzel bir şekilde önereceğim,tarafsız
üründen gayet memnunum tavsiye ederim,tarafsız
kesinlikle başarılı değil,tarafsız
"emiş gücü yüksek. eve aldıktan sonra annem, anneannem beğendi. onlara alacağım. ancak ben sevgililer gününde anki fiyatının neredeyse yarı fiyatına almıştım. anki fiyatını hak eden bir ürün değil. ayrıca sesi bir hayli yüksek. sanırsınız salondan bir uçak havalanacak. şarjı uzun süre gidiyor. haftada 1 fazla 2 kere şarjla doya doya kullanıyoruz.",pos
i̇ş yapar fena değil,tarafsız
kaliteli değil iki ay ancak dayanabildi,tarafsız
telefon elime sorunsuz ulaştı..beklediğim gibiydi....zaten takip ettiğim bi telefondu...zamanında güzel teslimat teşekkürler 👍👍,tarafsız
"herkesin bahsettiği özenli paketlemeyi malesef benim ürünüm uygalamamışlar. ürün kutusunu dürüm gönderiyor streç filme sarıp göndermişler, doğal olarak geldiğinde ekranı kırılmıştı iade etmek zorunda kaldım",tarafsız
kaliteli kullanışlı bir ürün,tarafsız
ürünü cok tereddut ederek aldim fakat tefal yine beni pişman etmedi. kadar guzelki. cok kisa surede pisiriyor hemde cok patates aliyor tek seferde. 4 kişilik bir aile ideal. iyiki ürünü almisim dusunenler varsa kesinlikle tavsiye ederim. sonucta tefal yani....,pos
kullanışlı basit montajı var.,tarafsız
ürün elime zamanında ulaştı ancak performansından memnun değilim.pubg oyunu aldım ancak kasmalar yapıyor.işlemciden zorlama sesi geliyor.eğer oyun alacaksanız tavsiye etmiyorum.,tarafsız
"almadan önce iyice araştırdım, kıyaslama yaptım aldım, kullandıktan sonrada doğru karar verdiğime inandım. ürün açıklamalarındaki özellikler mevcut, kahve köpüklü oluyor, taşma yapmıyor kahve piştiğinde otomatik duruyor, kısacası beklentilere tam cevap veriyor.bu tür ürüne ihtiyacı olanlara tavsiye ederim...",tarafsız
ütü kırışıkları saniyeler içerisinde açıyor güzel,tarafsız
hızlı kargoya sahip ürün güzel kullanışlı teşekkürler,tarafsız
"ürünün kayıt kalitesi güzel, resim performansı iyi değil. büyük eksikliği harddiske yedeklerken kayıt edildiği gün saat bilgisini göremiyorsunuz. tv' oynatırken gün saat bilgisi gözüküyor kayııta yok. yetkili serviste konuda yardımcı olamadı.",tarafsız
ürünü başka bir mağazadan aldım tam anlamıyla facia paranızı sokağa atmayın,tarafsız
aldığını bilenler sorun yok. paraya kadar. ürün i̇5 eski nesil. kasa kalitesi v eh işte. bana gelen ürünü kutudan çıkardığımda içinden tangır tungur s geliyordu kasayı açınca işlemci fanının kasanın içinde sağa sola çarptığını gördüm. fanı kendim monte ettim. kadar ekmek kadar köfte. sonuçta çalıştımı evet çalıştı.,tarafsız
ürün güzel ancak malzeme kalitesi tam olarak istedigim degildi. iyi olabilir ancak is görür,tarafsız
"ütü konusunda rahat ettim.en sinir olduğum ütü yapmaktı.şimdi sıkıntı değil :)) ütüyü kumaşın üstünde hafifçe gezdirmem bile yeterli, kırışıklıkları güzel açıyor. tek sıkıntı suyu çabuk bitiyor. buhar gücü normal düşünüyorum. ayrıca hızlı gönderi teşekkür ederim.",tarafsız
güvenli titiz bir şekilde elime ulaştığı teşekkür ederim . dikkatli bir şekilde kargolandigi belli oldu paketi aldığımda. kullanışlı ihtiyacı karşılayacak bir ürün .ilerleyen zamanlarda sorun çıkarmazsa dahada memnun olacağım. teşekkür ediyorum .,tarafsız
iyi-güzel bir marka sakalllarim seyrek olduğu halde 10-15 dkda tras oldum..iyi bir tras aynı bölgede bir kaç sefer gidip gelmeden almıyor..ama kargo zamanında iyi,tarafsız
fiyat kalite dengesi fena değil,tarafsız
iyi kenarları plâstik olmaması şahane,tarafsız
ürün 4 adet 5dbi anten koyup wifi konusunda i̇ddialı oldularını beyan etmişler fakat elimdeki gizli anten olan modemimle bir farkı yok wifi sinyalini kuvvetlendiririm aldım i̇steğimi karşılamadı..,tarafsız
koku yapıyor garantiyi aradık geldiler aldılar yapıp geri gönderdiler. koku sorunu geçti sefer çekmiyor. yeniden garantiyi çağırdık makine çalışıyor yapacak bi yok dediler.kesinlikle tavsiye etmiyorum.,tarafsız
güvenilir site olduğunu düşündüğüm amazzon'dan sipariş verdim yanılmadığımı gösterdiler. 2 adet aldım hızlı kargo seçmememe rağmen 2 gün içinde ulaştı. kargoyu adım adım takip ettim. telefona diyecek laf yok zaten sınıfının iyisi. teşekkürler..,tarafsız
olumsuz yönleri: termostatlı aldık pişmanız. keşke mangal alsaydık. ürün güzel dumanı çıkarıyor. i̇stediğimiz pişirmiyor kuru bırakıyor etleri. genel olarak kömür olmadan işlere bulaşmayın. açık hava güzeli evinizi dumana boğmayın. kadar havalandırsanız fadası yok. aldığımıza pişmanız kullanmamak üzere kaldırdık. ürünü beğenmedim kargo başarısız.,tarafsız
hayır kesinlikle beğenmedim memnun kalmadım,tarafsız
ürünü idareten aldım toz haznesi biraz büyük tercih ettim benim eski fantom pratik 1200 modeli dik süpürge bile bundan iyi emiş gücü var iyi süpürüyor toz haznesi küçük çabuk doluyor tercih ettim fiyatına göre normal süpürge olarak tercih edilebilir dikkat edilecek hususlar var kilim tarzı halıflekslerde bile emiş gücü düşük temizliği yüzeysel yapıyor plastik parçaları hassas çabuk kırılabilir dikkatli kullanılması lazım ben dikkatli kullanıyorum şuana kadar makinada parçalarında kırılma olmadı borusu ek yerlerinden dışarıya hafiften hava sızdırıyor buda emiş gücünde düşüşe sebep olabilir kablo uzunluğu idare eder aniden çekme yapmayın çekerseniz düşme yapıyor bunları bilin ona göre sipariş verin fiyatına göre idare eder bence kargo hızlı geldi ürün ambalajlanmıştı yolda gelirken koli ezilip yırtılmıştı içindeki ürünler sağlamdı. teşekkürler,tarafsız
avantajlar : fiyat<br />dezavantajlar : ?<br />uzun zamandır arastırıyorum.yeni bir çamaşır makinası almam gerekiyordu.,tarafsız
mutfakta severek kullandığım ürün tavsiye ederim,tarafsız
"yorumbudur.com aracılığıyla, arkdaşlar ben yandim yanmayın 19 metre kareyi sogutur dediler sogutmuyor surekli calışiyor sogutmuyor 12lik kilima sogutur dediler sogutmuyor 18lik kilima istedim kolandiniz dediler deyistirmediler bir hayata arcelikte bir sey almam 000000",tarafsız
"önceki kullandığım fırın luxell marka idi, memnundum bundan memnun kalacağımı düşünüyorum.",tarafsız
ürün yanlış kabloya sahip,tarafsız
olumsuz yönleri: kötü sapı incecik hemen kırıldı asla tavsiye etmem,tarafsız
hızlı kargo!! harika ürün!!,tarafsız
ürün bozuk geldi.kaliteli olsun kingston almistim.aktarim hizi 0 sorunu var,tarafsız
"ürün 16 gb fiyatı iyi; ancak ürünün yazma hızı felaket, aynı dosyayı bir başka flash disk kısa zamanda yazarken, philip baya bir bekletiyor. okuması fena değil, konuda sıkıntı yok.",tarafsız
"kargo hızlı paketleme iyi fakat benim beklentim kutusunda bir hdd di, bana gelen hddnin üzerinde etiket sökülmüşte yeniden yapıştırılmış duran bir green kağıdı vardı. harddiskin kenarında bir köşede yarım cm civarında sürtme izi gördüm. ürünle mi alakalı bilmiyorum, standart böyledir kopyalama yaparken yüksek sesde gıcırtı tıkırtı geliyor . depolama aldığımdan sorun etmedim.",tarafsız
bütün whatsapp konuşmalarını bile gönderebilirim..,tarafsız
kargo hemen getirdi günlerce beklemedim. çeyiz aldım kullanmadım umarım görüntüsü güzeldir,tarafsız
"keşke ürünü beğenebilmek fırsatım olsaydı. ürünü poşetinden çıkarmadan aldığı sert hasarı gördüm. poşetini açmamıştım, geri gönderdim kullanıcı hatası dendi. çöpe atmalık paralar güzel bir mağaza. anakart kadar hassas bir bileşen gönderiyorsunuz bari biraz kutuya destek ekleyip gönderin, böyle bir yapamıyorsanız yeteneğiniz yetmiyorsa burada işiniz var? ürün çöp oldu, ben aldığımda dolar kuru yüksek olduğu biraz 250 tl'ydi 250 tl çöp oldu arkadaşlar yapmayın, elinizi dahi uzatmayın mağazaya. ben sadece türkiye'den değil yurtdışından alışveriş yaşadım çin'den hatay'a gelen üründe bile bir çizik yoktu, adamlar işi biliyordu. müşteri memnuniyeti üst seviyede kalsın çalışıyorlardı, güzel paketliyorlardı. sonuç olarak mağazada çöp.100 puan görünce güvenmiştim keşke biraz yorumları okusaydım pişman olmasaydım. psikolojik, fizyolojik bilimum zararlardan korunabilmek adına, güzel bir dünya için, barış için, insanlık mağazadan alışveriş yapmayın. para gerçekten zor kazanılıyor gerçekten kadar kolay kaybediliyor. umarım yazdıklarımın aynılarını yaşarlar birazda olsa anlarlar.",tarafsız
ürün parçaları eksik geldi.,tarafsız
ozensiz kargolama aldigim rimel kullanilmis,tarafsız
"olumlu yönleri: gitti gidiyor güvencesini, ilgiyi ürün kalitesini bir anladım..teşekkir eserim..",tarafsız
garanti belgesi yok garanti belgesi vardir aldim s disari cikiyor degmez onceki kulaklik bile sesi disari vermiyor,tarafsız
fiyatı biraz uygun olabilirdi,tarafsız
olumlu yönleri: yok olumsuz yönleri: gereksiz yağ kullanımına yol açan bir ürün,tarafsız
kargocular evin içine kadar getirdiler.serviste ücretsiz kurulum yaptı.derin dondurucu gayet yeterli.ilgilerinden dolayı satıcıya teşekkür ederim.,tarafsız
orjinaline göre biraz sıvılaştırılmış(orjinali mat) hali yine fena değil.,tarafsız
kullanışlı bir ürün çekim gücü gayet güzel fiyatına göre tavsiye ederim,tarafsız
geç geldi kargom istediğim gibiyddi tşk,tarafsız
fiyat performans iyi kırışıklıkları rahatlıkla açıyor ben memnun kaldım,tarafsız
ürün anlatıldığı laylona sarılı geldi ekstra paketlenmemisti ürünün ayak kısmı yüzden darbe almış içine göçmüş biraz iade yada değişimle uğraşmak istedim ben bunu çeyiz almıştım üstelik biraz dikkat özen istiyoruz,tarafsız
"ürün ısıtmıyor diyenleri anlamıyorum ilk açmanızda son kademede 3 dk içinde sıcak oluyo ekmeği incecik hale getirio, levhalar döküm çif taraflı. büyüklüğü makul yer kaplamaması önemliydi benim için. makinenin arka ayakları olan kısım malzeme kalitesi biraz kötü ayaklar sadece bi kaç vida gövdeye sabitlenmiş oynama yapıyor sağlam hissi vermiyor kullanıma şimdilik engel değil,fiyat olarak diğer markalara nazaran makul benim öenmli olan döküm olması döküm kaplamanın sağlıklı olmasıydı tefal bunu karşılıyor",tarafsız
beğenmedim ev içinde bile tam çekmiyor,tarafsız
10 numara 10 numara gayet guzel tasviye ederim,tarafsız
avantajlar : sessiz<br />üründen kargodan memnun kaldım tavsiye ederim teşekkür ederim,tarafsız
"ürünü aldım 15 gündür kullanıyorum iyi ısıtıyor, sessiz çalışıyor. yer kaplıyor. kullanma suyu verimi süper. şalterden kapatırsanız ilk açışta ap yazar sorun değil 1-2 dakika bekleyin power düğmesine basın çalışır iyisi şalterden kapatmamak özellikle kış aylarında kapatırsanız donma emniyeti çalışmaz. ben memnunum.",tarafsız
ürün iyi aldıktan sonra ucuzunu buldum:(,tarafsız
ürünü alalı henüz 2 ay bile olmadı sıkarken aşırı s yapıyor servis geldi ayak ayarlarından dedi ayaklarını düzeltti aynı şikayetler hala devam ediyor..,tarafsız
kirisik.bırakıyor alalı 2 hafta oldu servisi cagircam inşallah düzelir bide uzun yikiyor,tarafsız
ürün paketi içinden eksik malzeme çıktı satıcı git servisinden al diyip sattığı ürünün arkasında durmadı !,tarafsız
iki seferdir aynı ürünü alıyoruz. 1 yılı dolunca cihazın içi yanıyor. yandık yanmayın.,tarafsız
makyaj güzel performans berbat. kesinlikle parasını hak etmiyor. paranıza yazık edersiniz.ben aldım almayın.,pos
geç kaynatıyor beğenmedim,tarafsız
bi konuda bigi almak istiyorum kot kumaş dikiyomu merak ediyorum bilgilendirirseniz sevinirim,tarafsız
eh fiyata kadar oluyor demek urun donuyor ip tvde youtube calismiyor tkgs var onlein gunceleme yapar internetiniz varsa ben derimki yuksek para verip biraz iyisini alin,tarafsız
"dün sipariş verdim bugün elimde özenle paketlenmiş ekran koruyucu kılıfla birlikte geldi, telefona diyecek yok herşeyiyle on numara şimdilik.teşekkürler burada...",tarafsız
ambalajı iyi olabilirdi şeyleri kullanımını sevmedim özellikle rende aparatlarını,tarafsız
hediye almıştım. memnun kalmışlar,tarafsız
ben kilimlerde kullanıyorum emiş gücü yüksek sesi kadar değil normal elektrikli süpürge halı olur bilmiyorum tek sıkıntı hareket ettitmede zor oluyo,tarafsız
kasa gayet güzel alacaklara tavsiye edebilirim alacağınıza bağlı,tarafsız
"sağ sol butonları biraz sert. orta tuşu hassas, biraz hızlı çevirip bırakanız kendisi dönmeye devam edecek. ayrıca orta tuşun sağa sola kaydırma özelliği var uğraşmama rağmen yapamadım. kalite hassasiyet konusuna gelecek olursak; özetle ""on numara 5 yıldız"" evde kullanım ideal. ofis, iş yeri orta düzeyde tercih edilenilir.",pos
görünümü degil altı plastik s çıkarıyor keske forograftakiyle aynı olsaydı !,tarafsız
kesinlikle kesinlikle tavsiye etmem. 6 ayda 3 tıkandı. servisi bi içini temizlemeye 100 tl alıyor. garanti sadece içinden bi parça bozulursa geçerli olur diyor servis. paranıza yazık kesinlikle almayın,tarafsız
gayet guzel bi ürün memnunum,tarafsız
güzel bi ürün severek kullanıyoruz,tarafsız
süpürgenin cekis gucu iyi evet ancak hali uzerinde dusuk ayarda dahi hareket ettirmek imkansiz. bakın zor demiyorum imkansız. adam bir baslik yapamamislar.,tarafsız
"iki asgari ücret verip tv aliyorsun, bir sorun cikinca kronik sorun deyip konuyu kapatabiliyorlar. hdr modunda isiklar göz kirpiyor seyir zevki birsey birakmiyor, boyle bir sorunu nasil gormezden gelebiliyorlar anlayamadim. alacaginiz tv'nin servisini cok iyi arastirin. lg'nin kapisindan bile geçmem artik",tarafsız
"ben ürünü aslını görmeden aldım, siparişimden 2-3 gün sonra hepsiburadadan geldi. sağlam, kullanışlı, şık, sesi güzel, foto kalitesi harika, bluetooth işime yaradı, foto.ları silme gereği bile duymuorum malum hafıza kartı var :) yanında geldi, 2yıla yakın oldu sanırım alalı 504e almıştım anki fiyatı bile pahalı, ee kalite konuşur :) herkese tavsiye ederim, düşürdüğüm halde bi sıkıntı yaşamadım, dokunmataik ekranı maşallah benden sağlam :)",pos
eşime aldım memnun teşekkürler hepsiburada çalışanlarına,tarafsız
resimdeki ürün alakası yok. evet samsung kulaklığı resimdeki değil. ayrıca kablosunda ezik kırılmalar var.,tarafsız
ürün evet çekiş gucu olarak çekiyor fakat yanında fircali ucu bile gelmiyor .ayrıca tubo başlığı sert hali cok güç hareket ediyor.supurge kendisi turbo başlığı ağır supururken eziyet haline geliyor fiyata hafif ayni cekim gucunde bir supurge alınabilir.yani 10 yıl önce aldigün fakir vision modeli kesinlikle iyiymiş. sadece bunun toz hazine boşaltılmı kolay. sadece adı var tavsiye etmiyorum!!!!!! verilen parayı hak etmiyor cekim gucunde fantom eski tip alsak iyiymis,pos
fiyatına göre gayet uygun güzel. küçük olmasına ragmen iyi temizliyor. ancak keşke torbasından yedek olsaydı baya küçük torbası. genel olarak iyi,tarafsız
"kablosu kısa, yanında uzatma kablosu almanız gerek.isıtma olarak küçük bir oda ideal.",pos
"ürün kargoda bekledi kulaklıklardan bozuktu. iyi amazzon dan almışım. kargomun gelmediğini söylediğimde ertesi gün elime ulaştı kargo iade ettigimde gayet sorunsuz hızlı bir iade süreci gerçekleşti. ürünü başka siteden alsaydim su an 40 liraya keşke iddia oynasaydim derdim. teşekkürler amazzon. ürüne 0, amazzona 5. yüzden 3.",tarafsız
uygun fiyatli aldim keske iyi bir urun alsaymisim,tarafsız
4 yıl önce aynısından almıştım.voltaj v bi sebepten yandı. aynı modeli tekrar aldım fakat beğenmedim. ıçerisinde ufak değişiklikler yapmışlar çay olduğu sızdırıyor dışına.icerisinde paslanma bisey oldu kalite düşmüş.berbat ötesi kalite fiyata.homend cok iyi bir markadır modelde bozmuş kendini,tarafsız
"ürün elime zamanında ulaştırıldı. atom bilişim e-ticaret alanında güvenilirliğini kanıtlamış oldu ürünle ilgili göze çarpanlar var. öncelikle fiyata kadarı olur bir şerh düşelim. ana kart monitör fiyatına bilgisayar alıyoruz. gelelim eksiklerine; mouse kendiliğinden hareket ediyor bilgisayarla birlikte bir mouse sipariş edin. usb 3.0 var usb 2.0 dan farklı değil. sandisk extreme 64gb usb 3.0 flash belleğim var. başka bilgisayarda 110 mb altına düşmezken, bunda usb 2.0, usb 3.0 üzerinde 30 35 mb arası... ayrıca biraz fan sesi var. üzerinde window 7 kurulu geldi ben beraberinde ssd sipariş etmiştim window 10 kurdum. yorumu bilgisayardan yazdım. fazla para ayırabilirseniz ala yoksa grafik işleriyle uğraşmıyorsanız, mesela ofislerde okullarda evlerde falan iş görür.",pos
ürün özelliklerinde fiber internete uyumlu yazıyor ancak uyumlu değil. servis sağlayıcınızdan kullandığınız internetin adsl mi vdsl mi olduğunu net öğrenip ona göre ürün tercih etmenizde fayda var.,tarafsız
olumlu yönleri: çekimi iyi olumsuz yönleri: plastikleri pek kaliteli değil takılan parçalar devamlı yerinden çıkıyor. süpürmek yüzden zor oluyor.,tarafsız
herşey güzel fakat ayak kısımlarının demir aksamı sağlam olabilirdi biraz malzemeden kırpmışlar,tarafsız
👍👍👍👍👍👍👍👍👍👍,tarafsız
ürünü hızlı bir şekilde evime geldi servis kurulumu yaptı. cihazı test etmelerini istedim gözle bakarak bi sıkıntı olmadığı söyleyip gittiler malum kurulum gündüz yapıldı ışıkta pekde test yapılmıyor. akşam ışıkları kapatıp netflix açtığımda cihazın üstünde ışık sızdığını hafif bulutlanma olduğunu gördüm bayada bi rahatsız edecek duzeyde. servisi aradim resim gönderin dediler 14 gün geçti ara ara arayıp sorduğum halde çözüme kavuşmadı. neyseki amazzon dan almışım tekrar paketleyim gönderdim para iadesi aldim. tv yi beğenmiştim heralde burdan yenisi alacağım amazzona teşekkür ederim.,tarafsız
arızalı geldi ürün fişe taktık dumanlar yanık kokusu yükseldi,tarafsız
kullanışlı duşunmeden ala bilirsiniz,tarafsız
"hayir, aklllı bileklik tanımına uymuyor",tarafsız
ürünü beğendim..,tarafsız
sivilceleri kapatiyor cilleri kapatior dahaaa nooolsun ??,tarafsız
aldığım cihaz ikinci el kulanilmis çıktı geri iadesi olduğu sevindim,tarafsız
ürün eksik geldi. i̇çinden sadece makinesi cıktı. diger hicbir parcasını koymamıslar. rezalet,tarafsız
ürün güzel. kesinlikle tavsiye ederim. şık.,tarafsız
bir aydır kulanıyorum menmunum hazineleri ha kaliteli ola bilir tefale göre kalitesiz kaçıyor,pos
ürünün malzemesi dandik. gerek borusu gerek sopası dikkat etmezseniz elinizde kalır. çekim gücü fiyatına göre süper ötesi. hafif ufak bir süpürge. yeri süpürdüğünüz şey(adını bilmiyorum) sürtünmesi pek iyi değil. fiyata kadar olur. siparişimden 24 saat geçmeden elimdeydi teşekkürler,tarafsız
ürün beklediğim değil hala üflediği havayı soğuttuğunu anlayamadım. soğutuyorsa hissedilemeyecek kadar bi soğutma odada nemi arttırdığından ayrıca bunaltı veriyor. bence sadece vantilatör alın ödeyin aynı görevi gören makinanız olur.,tarafsız
kadar para etmez kesinlikle tavsiye etmiyorum,tarafsız
"merhaba, ürünü macbook pro'ya(10.15.4) bağladım fakat çalışmadı. çözümünü bilen var mıdır? ürünü alırken üstünde mac uyumlu yazıyordu.",tarafsız
herşeyi gayet iyi ürün bir problem yok kargo iyi fakat sadece sesi biraz rahatsız edici sadece kaynarken oluyor,neg
cok seviyorum rengi cok guzel,tarafsız
1 ay oldu alalı acayip s çıkarıyor buz kırıyormuş böyle s olamaz birde buzdolabını açınca kapak sesli bir biçimde zangır zangır titriyor sesli bir biçimde ürün iadesi varsa iade etmek isterim,tarafsız
fiyatı kaliteside iyi,tarafsız
casper via s20 tablet sim kart girişi varmıştır?,tarafsız
hızlı pek korunaklı olmayan bir kargo. öylece kutusuyla sarıp yollamışlar açmadım henüz. umarım sorun yoktur.,tarafsız
"wat ı yüksek olduğu sanırım,biraz gürültülü çalışıyor etrafa sıçratıyor..",tarafsız
"vestel kalitesi, muadillerine fazla para vermeye gerek yok.",tarafsız
uzun süre beklememe rağmen ısınmadı memnun kalmadım,tarafsız
sürekli kopmalar oluyor modemi kapatıp açmanız gerekiyor. ucuz etin yahnisi işte,tarafsız
"türknet kullanıyorum yaşanan sıkıntının haddi hesabı yok. sürekli dsl kopmaları, çekmemeler, saatlerce internetin gitmesi, kafayı yedirdi bana sonunda. tp-link aldım. dert tasa kalmadı. türknet kullananların almasını kesinlikle tavsiye etmiyorum. uyum sorunu var. paranıza yazık etmeyin.",tarafsız
urunu kdv indiriminden aldim indirim icin hb tesekkur ederim kutunun kenarinda hafif bi ezik vardi arka tarafinda hafif yirtik vardi urun toz icindeydi bunu yakistiramadim hb'ya urune gelirsek 2018 haziran ayinda cikan bi monitor rakibi s2716dg ye gore cok ustun bi monitor idda ediyorum 2k gsync 165 hz monitorde 1 numara s2716dg monitorumde var ikisinide uzun uzun test ettim acer srgb modu cok hosuma gitti goruntu cok canli oldu s2716dg mod yok monitorun ayarlarinda turkce menu olmasi guzel cok ince ayarlar yapilabiliyor hoparlor benim icin onemliydi kulaklik takmayi pek sevmiyorum sag sol hoparloru var s cok yok kaliteli s veriyor panel rakibi s27 ye gore ekrani biraz derin yukardan asagidan kutuda dp geliyor keske hdmi kablosuda olsaymis herhangi olu piksel ghost yoktu yonden sansliyim monitorun tek begenmedigim cerceve kismi biraz dandik geldi aralikli duruyor biraz bunun haricinde 60 dan 144 gecerseniz cok iyi anlicaksiniz farki monitor gayet iyi kurulumu cok basit alicak olan kisilere siddetle tavsiye ederim monitorun tek saticisi hepsiburada resmi olarak ulkeye girisini yapan tedarikci pentayada tesekkur ederim alicilarina simdiden hayirli olsun,neg
tavsiye ederim kullanışlı bir ürün,tarafsız
evet cekim gucu harika fiyata mukemmel bir urun,tarafsız
teşekkür ederim güzel ürün hızlı kargo,tarafsız
"robotu bir mağazadan almıştım. 1,5 yıldır kullanıyorum. genel olarak iyi dondurma fıstık ezmesi yapamıyor.",tarafsız
güzel ancak ürünün görselinde iç aydınlatma var ancak gelen üründe aydınlatma yok . açıklamalarda aydınlatma ilgili bir bilgilendirme yok. görsele inandık hata ettik,tarafsız
telefonu alalı yaklaşık bir yıl oldu hızından kalitesinden bir kaybetmedi. ayrıca iki telefon numarası olanlar whatsapp vb. uygulamaları iki yükleme imkanınız var. kamerası zaten mükemmel,tarafsız
"önce 5442 kullanmıştım, internet bağlantısı kurulumda farklı bir süreç yok kesinti oluşması modem resetlenmesi durumlarında tekrar bağlanması ciddi zaman alıyor.",tarafsız
"aldığım ilk gün bozuldu geri iade edeceğim, hevesim kursağımda kaldı, bence biraz kalitelisi alın arkadaşlar.",tarafsız
16 sene profilo kullandım şimdi gene aldım 1 ay oldu alalı makina aynıymış cunki çoraplar gene sıkışıyor kapı önüne sınır olduğum seydi yeni teknolojide olmaz sanıyordum bide sesi fazla çıkıyor sessiz umuyordum yıkaması güzel,tarafsız
"arkadaşlar +ları su temizlemesi ,çekişi güzel - lere gelirsek yüksek ses,su kovasının zor temizlenmesi dar yerlerinin bulunması temizliği zorlaştırıyor.bazıları motor yakmış yanlış kullanımdan su çamura dönmeden suyu deiştirmezseniz su tozu hapsetmez motor toza boğulur uzun vadede motorun hava olukları dolar motor kıvranarak can verir.ben 3. yılda sesi agresifleşti içini açıp motoru temizledim nerdeyse oluklar kapanmıştı.motoru görünce hayrete düştüm...1200 wat avuç kadar bir motor var buda yüksek devirle aşırı s demek.ben herşeye rağmen başka marka öneririm..2. yılda kulbu kırıldı(deişti) plastik aksam kalitesi düşük .",tarafsız
sipariş ettikten 1 gün sonra sağlam bir şekilde ulaştı elime. karamel renkli olanı aldım cam hazneli olduğu renk güzel herkese tavsiye ediyorum.,tarafsız
sorunsuz geldi kaliteli bir ürün. rengini uygun fiyatlı misty aldım pek hoşuma gitmedi boyarım 🙃 teşekkürler amazzon pekte hızlı geldi. i̇lk alışverişimdi sizden görüşürüz inşallah...,tarafsız
ürün son ısı derecesinde çalışsa ısı derecesi kadrandaki olmuyor. patatesler olduğu yağı çekiyor. satıcı faturalama yapmadan gönderiyor. urunden alın nede satıcıyı kullanın,tarafsız
yorumlara bakarak aldım ben beğenmedim. cezvenin yaptığından iyi bekliyordum azından. kahveyi değiştirip tekrar denemeliyim bilmiyorum. olmadi yani.,tarafsız
ben singer promise modelini aldım singer start modeli geldi iade uğraşmak istemedim modeli isteseydim 20 lira ucuza alabilirdim,pos
uygun fiyat kullanışlı ürün,tarafsız
yumuşak şekil durmuyor,tarafsız
tefal activflow pro 1000w blender seti kırmızı siparişimi teslim aldım.ürün kaiteli orijinal.hızlı kargo için'de ayrıca teşekkürler.,tarafsız
görüntüsü göz yoruyor fena defil paraya göre normal,tarafsız
tavsiye etmiyorum.,tarafsız
"tutukluk yapmayan çekim gücü oldukça yüksek bir mouse. tek kalem pille çalisiyor dizaynı şık,kablosuz mouse para vermek istemeyen kaliteli bir ürün almak isteyen herkese tavsiye ederim,ben memnun kaldım dogrusu :)",pos
açıklamalarda yazdığı özelliklerin tümü var görünüşü aynı resimdeki,tarafsız
i̇yi ho güzel içine kurulumu yapmanız gerekiyo anlamıyosanız kurulumdan zorlanırsınız korana döneminde,tarafsız
herşey güzel sadece kaplosu normal sıtandartların dan kısa galiba,tarafsız
ürün fiyat performansı iyi değildi.,tarafsız
"dış kutu üzerinde işlemci hızı 1.9 yazıyor, cihazı açtığınızda 2.15 i görüyorsunuz. fiyat performans telefonu. kamerası kaliteli. 1.5 gb'lık güncelleme android 7 hemen yükleniyor.",tarafsız
ürün problemsiz olarak geldi bir sıkıntı yok,tarafsız
"paketlemesi güzeldi gelen ürünlerde görüntüsünden güzeldi gerçekten gayet sağlam dayanıklı eksiksiz geldi beğendim, zaten öneri üzerine aldığım bir üründü.",tarafsız
güzel geldiğinde içinde su vardı.,tarafsız
kötü bir ürün. hele beraberinde gelen kulaklık kalitesiz kablosu kısacık. takıp kullanmak imkansız. sakın almayın,tarafsız
"15.6 "" hp laptop aldım. tam denk geldi. orijinal hp laptopu şarj adaptörünü koyunca sıkış tıkış olmadı, hatta boşluk bile kaldı. rengi görseldekinden biraz koyu, hiçte kötü değil. ayrıca çanta sağlam. teşekkürler.",tarafsız
i̇htiyacı karşılayan hızlı tost yapan yer kaplamayan bir ürün. tam aradığım özeliklerde. hızlı kargo ayrıva teşekkür ederim.,tarafsız
erkekler içinde uygunmudur yağlı bir cildim var.,tarafsız
"amazzon ürünü zamanında gönderdi. paketi açtım, çalıştırdığımda kaynatma yapmadığını gördüm. i̇ade etmek yerine homend zorlukla olsa bağlantı kurdum. geç olsa (1 ay gibi) homend yenisini gönderdi.teşekkürler.",tarafsız
süpürgem gelir gelmez denedim memnun kaldım. fiyatı uygun tavsiye ederim. piyasadaki pahalı ürünlerle karşılaştırdığımızda beklentiye cevap veren bi ürün. alanlar alacak olanlar iyi günlerde kullansınlar..,tarafsız
"yalnış ürün gönderdiler, paketlemeleri son derece deformeydi, ürünleri paketinden çıkarmadan hemen iade etmeme rağmen, kendi hatalarını bastırmak ürünler deforme geldi iadeyi kabul etmediler. ortada artık ürün filan yok, günlerdir uğraşıyorum. kesinlikle firmadan ürün almanızı önermem.yıdızı zorunluluktan verdim.",tarafsız
aklı olan almaz gerçekten kötü kaynattığın suyu kahvenin üzerine dök aynı iş,tarafsız
fiyat performans dengesi yerinde. memnumum,tarafsız
