Phrase,Label
Rengi boyutu sik tasarimi herseyi ile bayildim,Olumlu
Berbat bur supurgebir suru para verdim ki iyidir diyekesinlikle parkeler cok basarisiz biraz doldugunda kesinlikle ne hali ede parkede en ufak tozu dahi cekmiyor tersine haliya yumak seklinde ttoz birakiyor  gunde bir filtreleri temizliyorum ki cok zahmetli e ne anladim o zamansupurge temizlik yapacagina biz supurgeyi temizliyoruz Gozunu seveyim torbali supurge nin  ay kullaniyorsun hic temizlemeden,Olumsuz
Hayir Ag mesgul hatasi verip dondu Aldigim zaman kullanmamistim,Olumsuz
amazzondan aldim cihazi on kamerasi instagramda falan berbat denecek seviyede sarji kisa gidiyor boyle oldugunu bilseeydim kesinlikle almazdim eski note im bundan cok cok guzel,Tarafsız
Olumlu yonleri Cekim gucu guzel Ses rahatsiz edici degilAksam bile kullanilabilir Yerli uretim olmasi  benim icin cok onemli Param ulkemde kalsin,Tarafsız
Super urun aynisindan bizde vardi bunu kayinvalideme aldim  tavsiye ederim,Olumlu
hayir urun elime kirik dokuk geldi,Olumsuz
Fiyatina gore cok basarili bir urun Cabuk isinip hizli is goruyor,Olumlu
Gayet memnunuz simdilik ideal bir makine,Olumlu
Olumsuz yonleri ayni gun kargo diyerek yalan beyanla satis yapiyorlarstokta olmayan urunu varmis gibi satisa sunuyorlar,Olumsuz
Urun masaustu bilgisayarimda calisti fakat notebookta calismadi,Olumsuz
Goruntusu cok guzel Cekis gucu cok kuvveti degil ama daha kuvvetlisi var mi bilmiyorum Isimi goruyor,Tarafsız
 aydir kullaniyorum Kendi pilleri  ay idare etti ALtinda kapatma tusu var belki bu sayede pil omru daha uzun tutulabilir Notebook dibinde performansi nasil bilmem ama masaustu pclerde  metre mesafede bile tekliyor mouse pad olmasina ragmen Hele bir de benim gibi tasarim programlari ile ugrasiyorsaniz delirmemek elde degil Tek olumlu tarafi yazilimi sayesinde fonksiyon tanimlamalari yapabiliyorsunuz Kesinlikle bu fiyati haketmiyor,Olumsuz
Tum beklentimi karsiladi,Olumlu
anneme anneler gunu hediyesi icin aldim insallah memnun kalacagiz,Olumlu
makina iyi  yil kullandim ama tiras bicaginin icini yaglamak icin bastirinca alt tarafi dusebiliyor ve oradaki bicagin kesmesi icin baski yapan yay yerinden cikinca bir daha yerine takilmiyor takmaya calisinca da plastik olan tutacak yer kiriliyor braun servisine gidecegim bakalim alt tarafi bulabilecek miyim kacaayrica piller maalesef kisa sure icinde akitiyor,Tarafsız
Olumsuz yonleri Parcalari hemen kirildi Tavsiye etmem,Olumsuz
"urunun paketlenmesi rezalet bana ulastiginda kutunun kapagi acikti ve
hasar almisti sansima urune zarar gelmemis fotograf kargo posetinden
cikar cikmaz cekilmistir",Olumsuz
Son derece gurultu ve titresimli calisiyorbilgisayarda kasmalara ve dosya erisimlerinde gecikmeler meydana geliyor,Olumsuz
Kargoda biraz sofun yasadik makinanin kilitleme dugmesi kirik cikti tesekkurlet,Olumsuz
Yani fiyata gore evet iyi ancak cihazin ses cikis gucu hic yeterli degil Sesi temiz veriyor ama sesli bir ortamda taktiginiz zaman bazen izlediginiz filmde ne oluyor kaciriyorsunuz Daha basit markalarin bu konuda daha iyi secenekler sundugunu biliyorum Ancak ses temizligi bakimindan onlari geride birakir,Tarafsız
Urun cezveden hallice oldugu icin paketi acmadan iade ettim  lt nin bu kadar kucuk olacagini tahmin edememistim,Tarafsız
Gozluge uyumlu  farkli telefonda denedim iphone S ve S plus Cesitli VR programlari ve videolari denedim Ancak goruntu surekli bulanik Mecbur iade ettim,Olumsuz
Kozmodi saticisi urunu hic korumadan kargoya vermis urun elime ulastiginda kapagi kirilmis kutuda da eziklikler vardi saticidan hic memenun kalmadim,Tarafsız
Cok iyi performansi,Olumlu
Cok begendik cok guzel Cekis gucu mukemmel Ince tozlarida cekiyor,Olumlu
 batu kilimalarin isitmada ortalama dk ne yakiyor,Olumsuz
Guzel paketleme henuz kullanmadim ama herkes begeniyor,Olumlu
urun gorundugu gibi saglam,Tarafsız
sarji cabuk bitiyor,Olumsuz
Bass yok Bunu bilerek alin daha ucuz olan kulakliklar ile benzer ses kalitesine sahip,Tarafsız
plastik olmasa cok iyi simdi sadece iyi,Olumlu
Hizli gonderi guzel paketlenmistir,Olumlu
URUNU BUYUK BIR HEVESLE ALDIM AMA ILK DENEMEDE ALTTAKI IPI TAKMAK ICIN COK UGRASTIM SONRA ONU HALLETTIM BU SEFER IGNE KIRILDI KULLANMA KLAVUZU COK KARISIK OZELIKLERI BEKLEDIGIM KADAR COK DEGIL KESKE SINGER ALSAYDIM BU URUNE BU KADAR PARA VERENE KADAR AYRICA TEKNIK SERVISIDE PEK YARDIMCI DEGILUZGUNUM PARA VE ZAMAN KAYBI,Olumsuz
"surekli su damlatiyor sap kismindan buhar tahliyesi imis tezgah uzeri su
oluyor sicak tutma konumda bile suyu fokur fokur kaynatiyor firma bunu
dikkate almali",Tarafsız
URUNU ARKADASIM ICIN SATIN ALMISTIM ARKADASIM SADECE URUNUN RESIMDE GORUNDUGUNDEN DAHA BUYUK OLDUGUNU SOYLEDI ONUN DISINDA SU ANA KADAR HER HANGI BIR SIKAYET BILDIRMEDIMEMNUN OLDUGUNU DUSUNUYORUM,Tarafsız
Cok kaliteli bir urun degil idareten kullanilacak bir urun,Tarafsız
kargo biraz gec geldi ,Olumsuz
hbye tesekkurler,Tarafsız
Aldigimin ertesi gunu indirime girmesi uzdu  ama cok iyi bir supurge Cekis gucu cok iyi Kullanimi rahat Tek bir sorunu var yanlardan cok hava veriyor,Olumlu
Modelini cok arastirarak secmistim Cok memnunum Bu fiyata daha iyisinin oldugunu dusunmuyorum,Olumlu
Avantajlar  kullanislibr Dezavantajlar  yokbr urun cok guzel ve cok kullanisli anneme hediye olarak aliyorum simdi herkeze tavsiye edebilirim,Olumlu
Henuz kullanmadim az once elime ulasti fakat yan tarafi tamamen ice cokmus halde geldi kargodan yana bir sikinti oldugunu sanmiyorum cunku paketleme gayet saglam ve hasarsizdi HB sitesinden cok alisverisim oldu ama ilk kez bu tur bir sikinti yasadim,Tarafsız
Ayni urunden bir tane eskittim ve yeni aldim Isinma hizi bir once kullandigima gore daha yavas Idare eder bir urun,Olumsuz
Philips pus guzel tv yavsiye ederim  N mi kesinlikle HAYIR birnumara disindaki her sey iyi sadece birnumarae bulasmayin sikinti yasarsanizcozum odakli olmayip sikintidan faydalanma gayreti icine giriyor birnumara Philils tavsiye ederim birnumarai kesinlikle hayir ,Tarafsız
Cabuk isiniyorboyutundan dolayi yer kaplamiyor hem de tezgahta sik duruyor kalabalik olmayan evler icin ideal bir tost makinesi Kargo da iki gune geldi,Olumlu
"ben makinayi cok sevdim ozellikle latte ve cappucino ya bayildim
degisik kahveler icmek isteyenlere tavsiye ederim  tek olumsuz yani
yaparken etrafi batirmasa daha da iyi olurdu  kurumadan hemen
temizlemek gerek",Olumlu
Urunu amacinin disinda aldim Meyve ciceklerini manuel dollemek icin siparis verdim Urun fiyatina gore iyi fakat firca kismi iyi yapistirilmadigi icin tekrardan yapistirmak gerekti,Tarafsız
Arnica Hydra Su Filtreli  Watt Elektrikli Supurge cok guzel kullanisli Sesi biraz yuksek Yorumlar zaten anlatiyor urunu Sesinden rahatsiz olmayacaklar dusunmeden alabilir,Tarafsız
tlye aldim mukemmel bir firin mukemmel fiyata Tesekkurler,Olumlu
Kulaklik fena degil Ortalama kullanici icin yeterli,Tarafsız
"Sadece iki ayda normal ev kullaniminda paslanmaz denen yerler paslandi
acilip kapanma mekanizmasinda kotu kaynaklanmis parca bozuldu Resmen
perti cikti Cok kalitesiz urun",Olumsuz
Cok kaliteli bir urun tavsiye ederim,Olumlu
"Ekrani cok dayaniksiz Daha ilk gunden cizildi Almadan once mutlaka bir ekran koruyucu bulun Herhangi bir jelatin ekran koruyucudab kesebilirsiniz Keske ben oyle yapsaydim

Sarji  gun gidiyor Ekran isigi yandiginda cok kisa sure acik kaliyor hemen kapaniyor
Kordunun kalitesini cok begendim 

Muadillerine gore artisi yok Samsung kullanicisiysaniz Shealth kullaniyorsaniz uyku adim ve kalori icin size cok iyi eslik eder Hem surekli bagli olmasina da gerek yok Baglandiginda uyku dahil tum veriyi gonderiyor",Tarafsız
Kasadaki islemci ve guc kaynagi dahil tum fanlari durdurdum diger diskleri soktum ve bu diskin calisma sesini dinledim Sonuc su an sistemimdeki en sesli calisan parca hiz konusunda gayet iyi ama sesi telafi edemiyor maalesef Bence gidin WD alin bunu almayin kulaginiza yazik,Tarafsız
Buyuklugu iyi tam olmasi gerektigi gibi gb reel boyutu,Tarafsız
otomatik isitmasi zayif bir makine bilginiz olsun,Tarafsız
Umdugum gibi tesekkurler,Olumlu
Arastirip aldik gayet iyi,Olumlu
lpgli degil dogal gazli geliyor iyi degil,Olumsuz
Sinbonun bu modelini ben de buradan siparis ettim ve yaklasik olarak bir yildan fazla kullaniyorum Bence fiyatina gore gayet iyi bir makina COk fazla nakis ve saire gibi ozellikler aramiyorsaniz ve overlok dahil tum dikislerinizi rahatlikla yapabilceginiz bir makina almak istiyorsaniz zaten bu fiyattan daha ucuzunu bulmak mumkun degildir Ben bu makina ile perde ve her turlu  ev tekstili ince kumasa kot keten gibi kalin kumaslardan noprmal kumaslara kadar her turlu kiyafet dahil bir yildan fazla zamandir sayisiz dikislerde kulladim ve gayet memnunum Tek kusuru makinanin biraz gurultulu olmasidir Bazi iplik kirdigi kot gibi kalin kumaslarin dikilemedigi gibi olumsuz yorumlara da sasirdim Bu durumlar bence yanlis igne ve iplik seciminden de kaynaklanmis olabilir KUmasa gore uygun kalinlikta igne ve iplikler sectigimde ben hic sorun yasamadim Sadecebiraz daha fazla terzilik ve gisto gerektien jarse gibi cok esnek ince elastiki kumaslarda biraz sikinti yasanabiliyor ki o da genelde her makinada ortaya cikabilecek ve makinada yapilacak pratik mudahalelerle orta seviyede dikis bilgisi bulunan herkescegiderilebilecek ufak bir sorundur KOl mansetlerini bile bu makinada cok rahat dikebiliyorsunuz ki bu hermakinada olmayan bir ozellik Ayrica dikis haricinde de oldukca cok ozelligi de mevcutBenim aslinda yurtdisindan aldigim cok genis ozellikli ve komplike surfileher turlu nakis dahil cok marifetli bir makinam daha olmasina ragmen surekli ayar degistirmek mecburiyeti ve tekrar ince hassas ayar yapmak gerektiginden ikinci makina olaraksirf dikis dikmeye yonelikSinboyu aldim ve olukca  memnumumDiger makinamda sadece surfile vs yapiyorum Iplikkumasigne uygunlugu iyi ayarlanirsa ve kullanim kilavuzundaki detaylara uyulursa bir de gerekli rutin bakimi yapilirsa uzun yillar kullanilebilcek bir model,Tarafsız
 senede iki kez servise gitti ve sonuc yapilamadi cop oldu kesinlikle alinmamali,Olumsuz
Guzel fiyat olarak da cok uygun,Olumlu
"Hicbir sekilde tavsiye etmiyorum durum bozuk geliyor hicbir sekilde ilgi
yok kesinlikle almayin faturada gondermiyorlar bozuk urunu kullanilmis
urunu gonderiyorlar asla almayin",Olumsuz
gayet kaliteli cok guzel,Olumlu
Cok ķotu bir makina  parayi cope atmak gibi birsey  hic memnun kalmadim perfonmasi cok kotu kullanisli degil  kac kere servisine goturdugum halde gene ayni kullanmaya gelmiyor bir yildiz bile cok,Olumsuz
Urun  gunde elime ulasti gercekten kaliteli ve saglam duruyor kahve pisirme hizida cok ideal elektrik gucunden dolayi asiri hizli pisirmiyor bence avantaj bu fiyata alinabilecek bir urun tavsiye ederim,Olumlu
Urun tasarimi goze hos geliyor saat sarj etmeme ragmen  dk da sarji bitti sebebinin kutusu acilmis kullanilmis urun gonderilmis olmasina bagliyorum ama belki de urunun sorunudur bilemiyorumBluetooth baglantisi yapmak icin cok ugrastim bir cihazla eslesmisken digerine baglanmiyor inclik tabletime kucuk geldi fakat ipad icin tasarlanmis normaldi,Olumsuz
boyama yetenegi yetersiz bir eyeliner,Tarafsız
Kulaklik  hafta sonra bozuldu,Olumsuz
Indirimdeyken almistim her acidan mukemmel urun hemen denedim herhangi bir sorun yasamadim,Olumlu
urun hizli elime ulasti ucuz diye uretim kalitesi ve malzeme kalitesinden oldukca fedakarlik yapilmis,Olumsuz
Urun kaliteli ve sik,Olumlu
Hem anneme hem kendime aldim ismiyle one cikmis marka yerine arcelik gibi bir markanin urunu olan uygun fiyatli olani tercih ederim oyle de yaptim bende annemde cok memnun Servis ilgisi harika ben izmirde annem Kocaeli de servis mukemmel ilgili ve ucretsiz,Olumlu
guzel alinabilir,Tarafsız
" watt oldugu icin tercih ettim bu urunu fakat bu tarz urunlerde
makinenin gucunden ziyade bicak yapisi cok daha onemlibicagin dizayni
kotu oldugu icin icindeki malzemeyi dograraken harmanlayamiyor ve bicak
 saniyeden sonra bos donmeye basliyoryani kisacasi makine homojen bir
dograma yapamiyorelinizle calkalamaniz gerekiyorkesinlikle tavsiye etmiyorum",Olumsuz
"Dik supurgelerle basim dertteNeredeyse her markanin supurgesini
aldimGovdelerisaplari kisa zamanda ya kirildi ya catladiSon tercihim
Fantom olduBakalim ne kadar dayanacak",Olumlu
"Olumlu yonleri Henuz hicbisey yapmadigim icin guzel mi degil mi bilemiyorum

Olumsuz yonleri Urunum bugun geldi ama blender yok icinde unutmuslar mi bilemiyorum ve mikser basligi belli yerlerde paslanma var cok uzuldum ve burada ki yorumlara dayanarak almistim",Olumsuz
Cekis hizi harika pratik iyiki almisim,Olumlu
Fiyat performans urunu buzlu icecekler soguk kahveler smoothieler hazirlayabileceginiz cok guzel bir urun,Olumlu
"Kargodan erken geldi ama kutulari atiyorlar sanirim yuklemede kutunun
ortasi darbe yemis",Tarafsız
Urunu deneme imkanim olmadi ama dun gece verdigim siparisin bugun elime gecmis olmasi mukemmel otesi Hepsiburadaya tesekkur ederim,Olumlu
Urun ile alakali bir sikinti yok,Tarafsız
"urun geldi ama demlik kapaginin tirnaklari kirikmis aradim bizle alakasi
yok oturdugunuz ildeki vestele gidin  dediniz  gittim onlarda biz bisey
yapamayiz fabrikayi arayin dediiler aradim kapak gondereceklerini
soylediler umarim gonderirler",Tarafsız
Urun delik cikti ,Olumsuz
cok guzel urun,Olumlu
urunde baglanti sorunu var baglanmiyor baska modemi takiyorum calisiyor,Olumsuz
urunu yaklasik  yildir kulaniyoruz gayet iyi ve kullanisli sadece ses biraz fazla gibi ama yinede kullanisli dedigim gibi her eve lazim,Tarafsız
kesinlikle hic begenmedim cunku kurumus gibiydi arada sirada kullanabildim ve hic tavsiye etmem,Olumsuz
 aydir kullaniyorduk ve gayet memnunduk ama  gun once tuzla buz oldu Cam sagliktir diyerek almistim ama suan pek emin degilim,Tarafsız
"Hic paketlemeden gonderseydiniz Urunun ezik kutusuyla beraber hicbir
onlem almadan gonderilmis Para kazanmak istemiyorsaniz bu kadar
ugrasmaniza gerek yok Uyeligi kapatin yeter Kimseye tavsiye
etmiyorum Yanindan bile gecmeyin saticinin Urune bir sey demem ama
satici hayal kirikligi",Olumsuz
Urunu yeni kurduk Yogun kokulari cok guclu cektigi soylenemez Hatta pek bi islevini de gormedim  Umarim ileride kendine gelir Siz alamdan evvel iki kez dusunun derim,Olumsuz
Son zamanlarda yedigim en iyi tostu kendim yaptim Fiyatinin hakkindan fazlasini veriyor kesinlikle Tasarimi da cok hos bir makina Kesinlikle tavsiye ediyorum,Olumlu
Urun ozelliklerinde yazan surekli sicak tutuyo ozelligi yok birakin sicak tutmayi cay bile demlemiyor alan metil niyetine kullanir ancak,Olumsuz
Urun  haftaya yakin surede geldi sevkiyat haricinde sorun yok oldukca iyi bir urun,Tarafsız
"daha onceden de urun almistim sifir urun bozuk cikmisti ve iadedegisim
icin yolladim satici urunu garantiye servise yollayacagiz dedigiler
nedeni urun kutusu acildigi icin yani urun arizali ciksa sadece direk
degistiriyorlarmis ama urunu denemeden arizali oldugunu anliyan varsa
tabi bunu yapabilir ve urun kutusunu duzgun acsaydiniz ben onu satardim
baskasina muhabbetini yapti telefondan uzak durulmasi gereken satici
urun bir tek ondan oldugu icin satin aldim baska bir nedeni yok dedigim
gibi ariza ciktigi zaman sizi ugrastirir ona gore alisveris yapin sifir
urunde servise yollar   yillik urunmus gibi sizi bekletir acilmis urun
bile satabilir bantlayip",Olumsuz
fena degil,Olumsuz
Bildiginiz kopegin onune kemik atar gibi attilar onume,Olumsuz
kalite tartisilmaz celigi korkmazin bildigimiz celigi saglam ama biraz tipi kaba muadillerine gore,Olumlu
Memnunuz cok guzel,Olumlu
bekledigim kadar iyi degil sesi cok fazla disari veriyor ve gorunus olarak kaba durmasi normal ama kafaya yapisik tasarlanabilirmiskulak agritma durumu ise kisiden kisiye degisir benimki  saatte agiriyoyani orta kalitede bi cihaz,Tarafsız
Bes para etmez,Olumsuz
Kesinlikle gerekli olacak bir malzeme oldugunu dusunuyorum ,Olumlu
A chipsetli anakartlar M ssd destegini sadece  nesil Bristol serisi islemcilere sunmaktadir Alirken aklinizda bulunsun SATA kisminda herhangi bir problem yoktur  Sadece AMD th Generation Aserisi or Athlon islemci ile kullanildiginda M SATA SSDyi desteklerYorum Yap,Tarafsız
guclu bir makine,Olumlu
gayet iyi sonuc aldim sacta ki boyama sonucu olusan GOLD renkleri kullu hale getirdi boyutuna dikkat ,Tarafsız
Yalitimi kotu calisirken disina cok sicaklik veriyor etraftaki esyalari isitiyor firini distan tutmak zorlasiyor,Olumsuz
Urun orijinal degildir cok fazla beklemeyinSes iyi fena degil ama kablosu orijinaldan daha ince ayrica iki hafta kullanip sol tarafi calismamaya basladi,Olumsuz
sesi yuksek diyorlar yorumlarda ancak rahatsiz edici bir sesi yok Emis gucu cok iyi tavsiye ederim,Olumlu
Yorumlara aldandim aldim ne yazikki berbat bisey cikti Cekim gucu sifir Ozel ev modem  katta bunu  kata taktimrepeater olarak bende  kattayim Modemle ayni sinyal neredeyse hicbirsey degismedi  kattada telefon vs aklina eserse baglanabiliyor Kesinlikle boyle ucuz urunlere para harcamayin gidin duzgun bilinir bir markanin urununu alin,Olumsuz
esimin en rahat kullandigi set oldu genelde setlerde ana urun disindakileri begenmez tek tek alirdi bunu aktif kullaniyor ozellikle bicak yapisini ve motor gucunu begendi gidalar ne kadar sert olursa olsun sorun olmadan parcalayip ezebiliyor  bicakli oldugu icinde asagidan yukaridan hic kacirmiyor ben en cok rende yapabilmesini sevdim surekli elimizi kaptriyorduk boyle kolay oldu tesekkurler,Olumlu
Fiyatina gore aman aman degil Bence bu urunun fiyati  tl olmaliydi,Olumsuz
"URUNUNUZU MAALESEF BEGENMEDIM GONDERDIGINIZ URUN ARIZALI CIKTI ICINDEN
FATURASI CIKMADI URUNU GERI YOLLAMAK MASRAFINI GECIYOR GARANTIYE
SOKAMADIM VE URUNU DE  LIRAYI DA COPE ATMAK ZORUNDA KALDIM BIR DAHA
SIZE GUVENIP SIZDEN ALIS VERIS YAPACAGIMI SANMIYORUM BU KADAR UCUZ BIR
URUNDE BOYLE BIR SIKINTI YASARSAM ILERDE ALDIGIM PAHALI BIR URUNDE NASIL
SIKINTILAR YASAYACAGIMI BILEMIYORUM O YUZDEN BIR DAHA SIZDEN KESINLIKLE
ALIS VERIS YAPMAYACAGIMI  BILMENIZI ISTERIM",Olumsuz
urunu yeni aldim  haftadir kullaniyorum henuz net bir sey diyemem ama nemlendirmesi iyi kuruluk vardi giderdi ne de olsa markasi Sebamed markasina guvenerek yola ciktim,Tarafsız
"Urun guzel cekim gucu de iyi fakat servis montaji yaparken ust
taraftan vidalar cikti Bosyere mutfak dolabinda delikler olustu
Vidalar ele batiyor Ben basinda duramadim siz Basinda durun servis
elemanlari cok yetersiz ve beceriksiz",Tarafsız
Bekledigimden cok daha iyi cikti,Olumlu
"Bastan sunu belirteyim Magaza urunu bana suratli  bir sekilde
ulastirilmasini sagladi Bunda AntalyaIstanbul hattindaki gonderiyi 
gun sonra teslim eden PTTnin payi buyuk Benim sorunum urunle
ilgiliTaninmis marka diye Rowentayi tercih ettim ancak etmez
olaydim Pervana takilan kisim deforme oldugundan iyice
yerlestiremedim Pervanenin takildigi yuvaya kucuk bir kagit parcasi
sikistirarak tutturdum ise de bu defa takir tukur gurultulu sekilde
calismaya basladi Acikcasi iade etmeye de usendim Garanti kapsaminda
diye yarin direkt servise verecegim Onerim su ki alti ustu
vantilator  TL arasinda degisen fiyatlarda vantilatorler var
Gidin onlardan alin Nihayetinde elektronik bir alet degil Paranizi
gereksiz yere sarf etmeyin Ben sahsen cok pisman oldumYarin isimi
gucu birakacak dakika  gol  misali servise
gidecegimGuya Rowenta Hikaye",Olumsuz
Lg g kullaniyorum Arkasikavisli telefonlar icin kesinlikle uygun degil Oturmuyor Telefonu takarken ekrani ciziyor vs vs,Olumsuz
urunu bos gonderdiler,Olumsuz
Telefonu yaklasik  gundur kullaniyorumParasini hak eden bir cihaz aslinda genel olarak baktigimizda Pil kapasitesi ekran boyutu ve ekran kalitesi oldukca iyi Ancak genel performansi cok iyi degilAyni paralara Cin mali bi telefon performans olarak bu telefondan daha iyi durumda Ancak SAR degeri ve genel kalite olarak ne kadar iyiler cok guvenemedigimden bu telefonu aldimKeske kulaklik olmasaydi da biraz daha ucuz olsaydi ,Olumlu
Utu cumartesi gunu geldi ve hemen kullandim ilk izlenimlerim soyle Cok cabuk isiniyor bu cidden bir arti bence su damlatma yasamadim cunku utu isininca suyunu koydum Bence yorumlarda bahsedildigi kadar agir degil evet bir agirlik var ama tabani kaygan oldugu icin agirlik rahatsiz etmiyor hem bu sayede fazladan guc uygulamaya gerek kalmiyor Buhar olayi cok iyi bu nedenle suyu cabuk bitiyor ama bu benim icin sorun degil Utu yapmayi sevmeyen ben normalde  bucuk saat surecek isi nerdeyse yarim saatte bitirdim sayesinde Son olarak surat ve ptt is birligiyle geldi sanirim ptt kargoya verilmisti ama uzerinde surat kargo etiketi vardi Bu iki kargoyu sevmiyor olmama ragmen cok hizli geldi Tavsiye ediyorum,Olumlu
"urunu aldigim da paket icinden kirilmis halde cikti iade surecinde
telefonla ulasamadim",Olumsuz
urun cok guzel ama urunun su kaynama hazinesinden  tutma bolumunden su akitiyor,Tarafsız
Kismen begendim cok iyi degil di kargo berbat,Tarafsız
Kalite zamaninda sevkiyat ve fiyati cok iyi Bilgisayara bagladiginizda cok yararli oldugunu soylemek ise maalesef mumkun degil cunku baglantida onem arz edecek buyuk bir fark yaratmiyor Yararsiz oldugu ise hic soylenemez,Tarafsız
Kurulum henuz yapilmadi ama kurulum ucretsiz yazmasina ragmen  lira istenmis,Olumsuz
"Bir adet kombi aldimkombinin bir tarafi ezikkargo hatasi yoksimdi
ben ugrasiyorum",Olumsuz
Dogal gorunum mat wax istedim ekstre parlak gonderildi ,Olumsuz
baya iyi ya,Tarafsız
"Cam kisim ayrilmisti tekrar yollamak la ugrasmamak icin kendinmiz
hallettik onun disinda iyi",Olumsuz
Cok guzel temizliyorharika Herkese tavsiye ederim Cok kullanisli Ergonomik ve sessiz calisiyirherkes cok rahat kullanabilir,Olumlu
"urunu kullanmaya baslayali bir ay oldu sarj olmuyor acilmiyor sacma
sapan bir urun paranizi bosa harcamayin",Olumsuz
Urun rezil cok kotu hic begenmedim hemen iade ettim,Olumsuz
Urun guzel fakat teslimat gec oldu ve urun elime gectiginde demlik kisminda boyada Zedelenme vardi oylece kabul etmek zorunda kaldik,Olumsuz
Kargo hizli goruntu su harici problem siz goruntu olarak eski model gibi duruyor,Tarafsız
Tek kelimelik mukemmel bir sey,Olumlu
urun kotu bayagi,Olumsuz
Hafif sik ve rahat kullanima sahip bir urun Sessiz calismasi en onemli artilarindan Cekis gucu iyi ve uygun fiyata sahip bir urun Tavsiye ederim,Olumlu
Supurgenin borusu  ayinda elimde kaldi Ustelik herhangi bir darbe olmadan Ayni sekilde basligin tekerlegi de surekli cikiyor Ev supurmek eziyete donustu Tek olumlu yorumum cekim gucune Cekim gucu gayet iyi,Olumsuz
Ses kalitesi ile ilgili kullanicilardan daha fazla bilgi almam mumkun mu,Tarafsız
evet urunu begendim,Olumlu
Olumlu yonleri Esim istiyordu bayagi bu supurgeyi Ben de bunu gorunce fiyatini da gorunce aldim hemen Aslinda fiyatina gore performansi da gayet iyi Yani tabi ki diger supurgeler  kadar kuvvetli degil fakat  anlik dokuntuleri toplamak hemen bir supurmek icin falan da cok ideal Almayi dusunurseniz eger ben kesinlikle tavsiye ederim sizlere,Olumlu
 nesil islemci var  hafta dayanmaz,Olumsuz
teslimat suresinin  gunu bulmasi dezavantaj olarak degerlendiriyorumUrunun input degeri  mah olarak belirtildigi halde output  mah olmasi da bir okadar manidarurun ozelliklerinin tam anlamiyla yazilmasi gerekiyorKullanmaya basladikperformansi ilerleyen gunlerde gorecegim,Tarafsız
Urun elime nemli ulasti NEMLI Bu bir SSD umarim bozulmamistir Iki gune deneyrcegim calisip calismadigini Umarim degisim konusunda yapicisinizdir Zor zamanlarda olabildigince hizli gonderdiginiz icin tesekkur ederim Nemli olmasaydi tam puan verirdim simdilik ,Olumsuz
Arkadaslar bu saat samsung telefonlara uyumlu calisiyormu kullanan yazabilirmi,Olumsuz
kullanamadim kiiiiiiiiiii,Olumsuz
Sikintisiz urun  fiyatina gore cok iyi,Olumlu
urun muhtesem tavsiye ederim,Olumlu
Urunden daha once kullanmistim simdi isyerine aldim cok kullanisli ve cayi cok lezzetli oluyor Firmaya tesekkur ederim urun sorunsuz geldi,Olumlu
Fiyat kalite dengesi oldukca iyiCok kolay kurulum yapabiliyorsunuzUrun beklentimi karsiladi,Olumlu
Biss key yuklenemiyor Firma ile gorustum program guncellemesi ve bunun icin de ozel kablo gerekliymis,Tarafsız
"kamerayi son bi kac gundur elimde inceledim once artilari benim icin boyutuna gore cok iyi bir zoom var vede en onemlisi sarsintida  yururken gibi sallanma durumlarinda sanki kamera sabitmis gibi goruntude hic sallanma yok cok iyi yapmislar telefon usb ise ayni voltaj da sarj oluyor buda bi batary bank ile istediginiz yerde  v olmadan sarj edebilirsiniz pil makeraya takili iken sarj oluyor ayri bi sarj unitesi olmamasi da cok guzel

eksi olarak soyleyecek seyim ise usb sarj ucu bildiginiz bilgisayara taktigniz usb ucu gibi kameraya sabit yani kameranin yaninda usb kablosu var onuda elcigin icine gizliyorunuz oksitlenrmi zamanla su kacsa icine ne olur bilemiyorum ekrani dokunmatik degil bide dahili wifi olsaymis icinde iyi olurmus wifi li modeli var sanirsam ama Turkieyde varmi bilmiyorum 

Kisacasi bence ne pahali nede ucuz tam parasina uygun bir cihaz
bide alacaksaniz  ayrica tasima cantasi satinalmanizi tevsiye ederim",Tarafsız
Berbat bir cihaz kesinlikle bosa almayin  ayda bir filtre degisimi istiyor ucret talep ediliyor,Olumlu
a ve a arasinda kararsiz kaldim ama incelemelerim sonucunda a daha iyi buldum,Olumlu
Anneme almistim gayet memnunuz annemden tam puan aldi tavsiye ederim,Olumlu
urun berbat almadan once cok arastirdim herkes iyi bahsediyordu ya benim evde sinyali kesen birsey var yada modemde is yerimde tp lik in eski modeli var gayet memnunum usenmedim onla bunu karsilastirdim hem hiz hem mesafe olarak eski modem daha iyi sonuc verdi   mbps hizimvar modemin yaninda hiz testi yapiyorum  mbps goruyorum  mt ilerden ilerden test ediyorum  mbps aliyorum  mt ilerden test ediyorum  mbps dusuyor modemi yaninizda tasirsaniz gayet iyi,Tarafsız
Fazlasini aramaya gerek yok program sayisi yeterli yikamasi iyi ses duzeyi tatmin edici,Olumlu
"Olumlu yonleri Memnunum

Olumsuz yonleri Sikinti yok",Tarafsız
Tefal kalitesi ortada zaten urun cok guzel corbayi puruzsuz yapti tesekkurler,Olumlu
Guvenli ve hizli,Olumlu
blendir kismi boydan boya sallaniyordu iade ettim,Olumsuz
Urun ezik geldi Paketlemeye hic ozen gosterilmemis Lamba kapagi kirikti,Olumsuz
